APPROVED SYMBOL	ALIASES
PEX2	PMP35, PAF-1, RNF72, ZWS3
NSUN5	NOL1R, P120, (NOL1), FLJ10267, NSUN5A, YNL022CL
ZNF821	
DCAF15	MGC99481
CFL1P7	
UGALT~WITHDRAWN	
RPL36P1	BA80K6.3
ZNF589	SZF1
PIWIL2	HILI, FLJ10351, MILI, CT80
USP35	KIAA1372
HEG1	KIAA1237, HEG
UBL7	BMSC-UBP, MGC14421
TSACC	SSTK-IP, SIP
EEF1A1P21	
DPY19L4	
SPANXA1	NAP-X, SPAN-XA, SPAN-XB, CT11.1
MLS	
SNORA57	U99
C20ORF203	FLJ33706
TBCAP3	
SLC5A1	D22S675, NAGT
RN7SL475P	
C16ORF43~WITHDRAWN	
ENKD1	DKFZP434A1319
PDIA3	P58, ERP61, ERP57, ERP60, GRP57, PI-PLC, HST17083
BCL2L14	BCLG, BCL-G
SOAT2	ACAT2
CNDP1	MGC10825, CN1, CPGL2, HST2308
DDX10P1	
PR@	
RPS10P10	
POTEF	POTEACTIN, POTE2ALPHA
SBDS	CGI-97, FLJ10917, SDS, SWDS
ANKRD20A14P	
RPL5P28	
SOGA2	
IGHV3-13	
PARP3	ADPRT3, IRT1, HPARP-3, PADPRT-3
ISPD	HCG_1745121, ISPD, NIP
A2ML1-AS2	
RGMB	FLJ90406
MAZ	ZF87, PUR-1, ZIF87, ZNF801
GOLGA7	GCP16, HSPC041, GOLGA3AP1, GOLGA7A
KRTAP5-1	KRTAP5.1
STAG3	
RPL5P24	
MIR1322	HSA-MIR-1322
MKRN7P	
TNXB1~WITHDRAWN	
PIRC59	
RNA5SP287	
CCDC102B	FLJ23594, HST1731, AN
LRRC37A10P	
PPIEL	PPIEP1
MIR139	HSA-MIR-139
ZC2HC1C	
RPS4Y1	MGC5070, MGC119100, S4
CFD1~WITHDRAWN	
TAS2R50	T2R51
RPS3AP7	
RPS3P2	DJ927M24.3
SCML2P1	
RNU6-744P	
OGFOD1P1	
MYCBPAP	AMAP-1, DKFZP434N1415
SAMD13	
RPS17P10	
YESP	D22S670
RPS15AP28	
MIR5692B	HSA-MIR-5692B
RAB25	CATX-8
HMGB3P14	
ERVPABLB-1	ENVR(B)
MRT28	
MIR21	HSA-MIR-21, MIR-21
SNORD116-6	HBII-85-6
FAM188A	FLJ13397, CARP, MY042, DERP5
HMGB1P46	
TNKS2	TNKL, TANK2, PARP-5B, PARP-5C, PARP5B, PARP5C, PART6
RPL23AP25	
DFNA10~WITHDRAWN	
TXNL1P1	
RNU6-432P	
DIS3L2P1	
ZNF69	COS5
COX7C	
NEF4~WITHDRAWN	
RNA5SP491	
OR13C7P	OST706
PPIAL4B	
CKN1~WITHDRAWN	
LMP2~WITHDRAWN	
ULK3	DKFZP434C131, FLJ90566
SEPT1	PNUTL3
CKS1BP3	
TEPP	
EGFEM1P	
KLHDC8B	MGC35097
CLN6	FLJ20561, HST18960, NCLF
CLDN15	
RP12~WITHDRAWN	
RNU6-823P	
RNF123	FLJ12565
FASTK	FAST
TUBG2	
SCEL	FLJ21667, MGC22531
FDPSP9	
CBX2	MGC10561
LNX1-AS2	
FAM138E	F379
PKD1P4	
C5ORF20	DCNP1
DIR3~WITHDRAWN	
RNA5SP366	
USP12PY	
PPP1R2P10	
CLDN24	
OR52A5	
BEND3	
PTK2B	CAKB, PYK2, RAFTK, PTK, CADTK
RPL6P12	
FKBP1A-SDCBP2	
SNORD2	R39B, SNR39B
EPB41L3	DAL1, KIAA0987, 4.1B
RPL19P19	
GK3P	GKTB
PPP1R14BP1	
CXORF65	
RPS10P18	
DAD1	OST2
NYS3	CN
RPS10P23	
HNRNPA1P55	
KPRP	
AVPR1B	
F12	
CSN1S2AP	
RNA5S10	
EMID1	EMU1, HEMU1, EMI5
NHSL1	BA43P8.1, KIAA1357
CD39L4~WITHDRAWN	
NPM1P21	
ATF7IP2	FLJ12668
KCNA6	KV1.6, HBK2
ZBED5-AS1	
DEK	D6S231E
RN7SL607P	
PSG9	PSGII
COX5B	
BRD1	BRL, BRPF2
TRMT10A	MGC27034, TRM10
RPL7P57	
CCDC58P2	
C16ORF58	FLJ13868
LAMA1	
CAPN11	
RPS3AP43	
IL36B	FIL1, IL-1H2, IL-1F8, FILI-(ETA), IL1-ETA, IL1H2, MGC126880, MGC126882
AKR1CL1	
TRNAA42	
TRHR	
RONU~WITHDRAWN	
EFCAB2	MGC12458
PRDX4P2	
FAM218BP	
AKAP6	KIAA0311, MAKAP, AKAP100, PRKA6, ADAP6
OR7E122P	OST719
IGKV3D-25	
UBQLNL	MGC20470, MGC26958
OR7E150P~WITHDRAWN	
RPL27P7	
TRNAA35	
RNA5SP108	
MITF	MI, BHLHE32
TRIM50	FLJ32804
TCEA1P2	TCEA1
RNU1-61P	
HIST1H4E	H4/J
FEOM1~WITHDRAWN	
RN7SL616P	
TBC1D9B	KIAA0676
C18ORF57~WITHDRAWN	
VPS9D1	ATP-BL
MIR1302-8	HSA-MIR-1302-8
ACTG1P3	
KRT35	HA-5
RNU4-34P	
OR7E12P	OR11-3
ZBTB34	KIAA1993, MGC24652, ZNF918
SLC35B1	UGTREL1
ART4	DOK1, CD297
ECI1	
SAV1	WW45, WWP4, SALVADOR
LOH18CR1~WITHDRAWN	
ACTL3~WITHDRAWN	
CLAPG1~WITHDRAWN	
PAN2	KIAA0710, HPAN2
RPL32P9	
ALDH6A1	
GLULP5	
DEPDC1P2	
TMEM185AP1	
KRT222	KA21, MGC45562
ZBTB42	ZNF925
TNFSF12-TNFSF13	TWE-PRIL
DDX39B	D6S81E, UAP56
ARV1	
MIR545	HSA-MIR-545
PLEKHA7	DKFZP686M22243
RNA5SP65	
FAM151A	MGC27169
PORC~WITHDRAWN	
MTATP8P2	
SLC22A23	FLJ22174
INPPL1	SHIP2
HSP90AB7P	
SNAR-A1	SNAR-A53113498
NDUFB4	B15
LETMD1	HCCR1
BTAF1	TAFII170, TAF172, MOT1, TAF-172, TAF(II)170
OR10D6P~WITHDRAWN	
RNU5A-7P	
ECI2	ACBD2, DRS1, HCA88
ZNF209P	
LINC01036	
LNX2	MGC46315
CST13P	CTES6, CSTT
SPTSSB	ADMP, SSSPTB
PPP1R37	
WNT6	
TRAJ47	
JUNB	
KRT18P18	
RPL36AP4	
ELK2AP	ELK2.1
PLSCR5	
KHDC1	MGC10818, BA257K9.4, NDG1
MRO	B29, FLJ30140
PRNP	CD230, PRP, ALTPRP
RN7SL180P	
HP	
RNU6-174P	
RN7SL264P	
RPL6	TAXREB107, L6
OR10G7	
OR2AS1P	
BARD1	
HADHSC~WITHDRAWN	
MAB21L2	
FFAR1	FFA1R
RNU1-133P	
PTP4A3	PRL-3, PRL-R, PRL3
RASSF9	P-CIP1
ATP6V1G1P3	
RNU6-1079P	
RPS12P11	
RRP36	DJ20C7.4
SPACA7	
SLC39A13	FLJ25785
DMD-AS1~WITHDRAWN	
MAGEE2	HCA3
TERF1P1	
DCAF5	BCRP2, D14S1461E, BCRG2, KIAA1824
COLCA2	CASC13
CD101	V7
UGDH	
UBE2N	UBCH-BEN, UBC13, MGC8489
PIRC24	
PCNA	
OR1R3P~WITHDRAWN	
KRT8P48	
RANP4	
RN7SL430P	
OR6P1	
FRAXD	
ENO1P2	
GIMAP3P	GIMAP3
NDUFB6	B17, CI
C8ORF22	
TRNAM16	
FMO8P	
TRNAG37	
ATAD1	FLJ14600
ANIB2	
PLA2A~WITHDRAWN	
MIR4444-1	HSA-MIR-4444
IGHVIII-2-1	IGHV(III)-2-1
PCGEM1	NCRNA00071, LINC00071, PCAT9
PIK3IP1	HGFL, MGC17330
MMP17	MT4-MMP
TBC1D10B	DKFZP434P1750, RAB27A-GAPBETA, FLJ13130, EPI64B
NOMO2	NOMO, PM5
PSMG4	PAC4
PBDC1	MGC874
LINC00950	FP588
IL23A	SGRF, IL23P19, IL-23, IL-23A, P19
FAM90A13P	
TRAPPC9	IKBKBBP, NIBP, KIAA1882, T1, TRS120, MRT13
RNU6-44P	
TRNAC21	
PXMP4	PMP24
RNU6-639P	
RPS27AP9	
FAM67A~WITHDRAWN	
OR2AR1P~WITHDRAWN	
WSCD2	KIAA0789
RNU5B-3P	
ZNF302	ZNF327, ZNF135L, ZNF140L
RNU6-1284P	
MIR3591	HSA-MIR-3591
HAUS1P1	
SNORD23	HBII-115
RNU6ATAC32P	
TEF	KIAA1655
SNORD114-21	14Q(II-21)
KAT6B	QUERKOPF, QKF, MORF, MOZ2, ZC2HC6B
RN7SL528P	
MIR4734	HSA-MIR-4734
HCN3	KIAA1535
FAP	DPPIV
TSC1	KIAA0243, LAM, HAMARTIN
VAT1L	KIAA1576
CMD1D	CMPD2
PCSK1N	SAAS
ZNF62~WITHDRAWN	
SCN10A	NAV1.8, HPN3, SNS, PN3
CMR1A	
SNHG15	FLJ38860
MIR3617	HSA-MIR-3617
SERK1~WITHDRAWN	
GDF6	BMP13
STK32B	STKG6, YANK2, STK32, HSA250839
CTS1	CTS
LRRC8C	AD158
RGS7	
TRAV1-1	TRAV11, TCRAV1S1, TCRAV7S1
GAPDHP34	
HIST2H3B~WITHDRAWN	
KRT19P5~WITHDRAWN	
SYCP3	
MIR4491	HSA-MIR-4491
RNU6-178P	
HOXC9	
XPO7	KIAA0745
ZNRF3-IT1	
KCNE3	MIRP2, HOKPP
RN7SL213P	
RPL10P2	RPL10P, BA209A2.1
HERC2P1	D15F37S2
OR5K1	HTPCRX10, HSHTPCRX10
DFNB24~WITHDRAWN	
LINC00993	
FGF13	FHF2, FGF2
AKAP16BP	
MRPL3P1	
FAM199X	
MRX10~WITHDRAWN	
STEAP2-AS1	
B3GNT4	B3GN-T4, BETA3GN-T4
RPL7P52	
RNU6-571P	
BCL2L13	MIL1, BCL-RAMBO
CSNB1~WITHDRAWN	
DNL1~WITHDRAWN	
HMGN2P31	
RPL31P39	
C1ORF30~WITHDRAWN	
MIR4776-1	HSA-MIR-4776-1
PDK2	PDHK2
HIC1	ZBTB29, ZNF901
RGS8	MGC119067, MGC119068, MGC119069
DDX18P1	
HPDR~WITHDRAWN	
RCH1~WITHDRAWN	
LINC00085	SPACA6
CELIAC3~WITHDRAWN	
SYP-AS1	
CRYG6~WITHDRAWN	
RNU2-62P	
ABL1	JTK7, C-ABL, P150
FAM226A	MGC34827
ZNF862	
PRSS42	TESSP2
TNFAIP6	TSG6, TSG-6
SPG26~WITHDRAWN	
OPN~WITHDRAWN	
GOSR2	GS27, BOS1
RPL9P20	
DPEP3	
ADAMTS9-AS2	
CYMD	DCMD, MDDC
ACTR5	FLJ12785, ARP5, INO80M
SNORD3C	U3-3
C1ORF218~WITHDRAWN	
ADCY3	AC3
FNTBL1~WITHDRAWN	
PRSS3P3	TRY3
RN7SL328P	
RPS27P15	
PRAMEF4	RP5-845O24.6
MIR506	HSA-MIR-506
MIR5585	HSA-MIR-5585
RHEB	
SPINK13	SPINK5L3, LIESP6, HESPINTOR, MGC149260, HBVDNAPTP1
ABHD14A-ACY1	
TRAJ12	
HSD17B8	HKE6, D6S2245E, RING2, KE6, H2-KE6, SDR30C1
TRNAA29	
RNU1F1~WITHDRAWN	
RN7SL620P	
TNS1	DKFZP586K0617
MCCC1	MCCA
PDX1	IDX-1, STF-1, PDX-1, MODY4
POLR2D	RBP4
HAUS3	MGC4701, IT1, DGT3
ZSCAN16-AS1	
KRTAP20-1	KAP20.1
SPCH1~WITHDRAWN	
TRNAF13P	
RNU6-93P	
APOAL~WITHDRAWN	
EVI9~WITHDRAWN	
PRPF8	PRPC8, PRP8, HPRP8, SNRNP220
MIR1248	HSA-MIR-1248
ACOX1	PALMCOX
ZNF168~WITHDRAWN	
DOCK9-AS1	
SNORA65	U65
NMU	
ZG16B	HRPE773, PRO1567, JCLN2
NPRA~WITHDRAWN	
NLRP2P	NOD24, NALP2P
FOSL1P1	
RN7SL371P	
ESYT1	MBC2, KIAA0747
GCKR	
NUAK1	ARK5, KIAA0537, NUAK1
FNDC3CP	
GTF2IRD2	FLJ37938, GTF2IRD2A
SLC22A2	OCT2
FAM103A1	HST19360, C15ORF18, MGC2560, RAM
C21ORF114~WITHDRAWN	
DFNA23~WITHDRAWN	
MIR3944	HSA-MIR-3944
VAMP2	VAMP-2
EIF3L	HSPC021, HSPC025, EIF3S11
SLC11A2	DCT1, DMT1
POLR3E	RPC5, SIN, FLJ10509
UBTFL4~WITHDRAWN	
SNRPEP2	BA390F4.4
RCP~WITHDRAWN	
SSR2	TLAP, TRAPB
ZNF365	KIAA0844, UAN
FYCO1	FLJ13335, ZFYVE7
SRGAP3-AS2	
UPP2-IT1	
GPR125	FLJ38547, PGR21
C20ORF157~WITHDRAWN	
RPL36AL	
ZNF844	FLJ14959
LCE4A	LEP8
FAM90A7P	
ZSWIM5P2	
NXF1	TAP, MEX67, DKFZP667O0311
NR1H2	NER, NER-I, RIP15, LXR-B
SPSB3	SSB-3
SEPT7P2	DKFZP313J1114
HUS1B	
HARBI1	FLJ32675
DNAJC18	MGC29463
ANKRD40	MGC15396
OR6C75	
RN7SL195P	
MIR522	HSA-MIR-522
PHF2P1	DKFZP686A1627
GAGED4~WITHDRAWN	
C17ORF67	
DPRXP3	
MYP17	
DAXX	DAP6
TCEA1P3	
C21ORF2	YF5, A2
RNA5SP322	
CNTNAP2	CASPR2, KIAA0868, NRXN4
MIR1255B2	HSA-MIR-1255B-2
CD8BP	
COLEC10	CL-L1
NUCB1	NUC, CALNUC
TMPRSS3	
LECT1	CHM-I, CHM1, CHONDROMODULIN, BRICD3
PRPF38AP1	
LYPLA2P1	DJ570F3.6, APT
KLHDC7B	MGC16635
IQCJ-SCHIP1-AS1	
OR4P3P~WITHDRAWN	
TRNAC20	
TRNAD15	
IGHV3-48	
ZNF721	KIAA1982
RPL7AP68~WITHDRAWN	
TRNAH2	
RN7SL226P	
UNC93B7	
CLCN5	DENTS, XLRH, HCLC-K2, HCIC-K2, CLC5, XRN, CLC-5
CIDEB	
DUSP8P5	
GNAI3	87U6
TIMP3	
CD39L1~WITHDRAWN	
ERF1~WITHDRAWN	
NMNAT1P4	
RNU4-41P	
RPL32P3	
MSK13~WITHDRAWN	
USP9YP23	
ZEB2-AS1	ZEB2NAT
ZIC2	HPE5
ENOX1-AS2	
CHRNA5	
H3F3BP2	
ZNF318	HRIHFB2436, ZFP318
RNU6-1231P	
MTND6P21	
LINC01058	
PBX4	
TCF15	EC2, PARAXIS, BHLHA40
SFTPD	SP-D, COLEC7
TIMM10	TIM10, TIM10A
SLIT2-IT1	
ANX2L2~WITHDRAWN	
SLC9A9	FLJ35613, NHE9
HOX2B~WITHDRAWN	
NIP7P2	
KNG1	BK
RNU6-1320P	
MGMT	
SLC25A6P2	
DBF4P1	
HOXB8	
HELLS	PASG, SMARCA6, LSH, NBLA10143
RPL7P30	
EFCAB1	FLJ11767
UFSP2	FLJ11200
GTF2IP2	
HMGB1P44	
TRNAN24	
EDC3	FLJ21128, HYJEF_N2-15Q23, YJEFN2
RASL11A	
MORF4L1P4	
RPS20P26	
TTL	MGC46235
RNU6-968P	
WS1~WITHDRAWN	
P~WITHDRAWN	
KIAA2013	MGC33867, RP5-1077B9.1
CYCSP34	HCP34
LINC00670	FLJ34690
C11ORF57	FLJ10726
LINC00338	PRO0872, FLJ25582, DKFZP686L05235
OR8U8	
PISD	DJ858B16.2, PSDC
NUTM1	NUT, DKFZP434O192, FAM22H
RPS29P3	BCM2758
ROCK1	P160ROCK
C6ORF13~WITHDRAWN	
MTND6P3	
ZDHHC20P4	
RPL23AP74	
GSTA1	
PHIP	NDRP, FLJ20705, DCAF14, BRWD2
OR7E56P~WITHDRAWN	
NRBP1	BCON3, MUDPNP, MADM
CXORF40A	EOLA1
MIR1229	HSA-MIR-1229
ZMYM1	FLJ23151, MYM
KRT73	KRT6IRS3, K6IRS3
RNU6-512P	
NCAPH2	384D8-2, HCAP-H2, CAP-H2
KCNC3	KV3.3
TCEB1P19	
TPI1P3	
RPL7P61	
CHRFAM7A	D-10, CHRNA7-DR1
ZNF217	ZABC1
RNU6-1126P	
RPL39P5	
TMEM54	CAC-1
NCBP2	NIP1, CBP20, CBC2
TSTA1~WITHDRAWN	
MTCYBP3	
GPX8	UNQ847, EPLA847
TMEM183A	
DFNB11~WITHDRAWN	
TRNAR11	
NKX3-1	NKX3.1, BAPX2
MRX20	
OR4F2P	OR4F2, HS6M1-11, S191N21
LINC00639	
HMGN2P2	
MAPRE3	RP3, EB3
DUTP5	
RN7SL803P	
BBS4	
DNAJC8P1	
MED28P1	
C17ORF99	GLPG464, UNQ464
PRSS12	BSSP-3, MRT1
GABRP	
AOC2	RAO, DAO2
OR8H2	
RPL36AP28	
MRGPRX2	MRGX2
RPS3AP14	
SNRPEP6	
ZNF286A	KIAA1874
PAGR1	MGC4606, GAS, PA1
PARP10	FLJ14464
MIR4262	HSA-MIR-4262
ZNF749	FLJ16360
RNA5SP407	
ZCCHC4	HSPC052, FLJ23024
TRNAC3	
MAGI1	BAP1, MAGI-1, TNRC19, AIP3, WWP3
TRBJ1-5	TRBJ15, TCRBJ1S5
C9ORF3	C90RF3, FLJ14675, APO, AOPEP, AP-O
MTND4LP1	MTND4L2
WDR61	REC14
KCNIP2	KCHIP2
KRTAP5-5	KRTAP5.5, KRTAP5-11
XIC	
SNORD115-19	HBII-52-19
LINC00337	MGC40168
MIR4509-2	HSA-MIR-4509-2
GMPSP1	
KIAA0020	XTP5, PEN, PUF6, HPUF-A, HA-8
TRAV12-1	
KRTAP29-1	KAP29.2
MIR1183	HSA-MIR-1183
B3GNT6	B3GN-T6
TNKS1BP1	TAB182, KIAA1741, FLJ45975
PPM1H	KIAA1157, FLJ13253, NERPP-2C
MXRA1~WITHDRAWN	
LINC00334	
GOLGA8Q	
VN1R27P	
RNU6-314P	
MIR585	HSA-MIR-585
TRNAY5	
FAM210A	MGC24180, HST2329
KNOP1P3	
LINC01066	
CRARF~WITHDRAWN	
SEPT7P5	
KAZN	KIAA1026, KAZRIN, FLJ43806
OR8J1	
TUBA8	
CHDR~WITHDRAWN	
FAM107A	DRR1, TU3A
WWTR1	TAZ, DKFZP586I1419
SLC20A2	PIT-2, GLVR-2
SREK1IP1	FLJ36754, P18SRP
FPR2	LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR
GRINA	HNRGW, TMBIM3, LFG1
PHGR1	
DXO	
TESPA1	
ADH5P4	BA707M13.2
MRPS5P4	
GNG5P1	
TTLL6	FLJ35808
OR4Q4~WITHDRAWN	
USP2	UBP41
XCR1	
ACTN1	
RPS15AP5	EM:AC025947.3
ZNF75CP	
FOXRED1	H17
USF2	FIP, BHLHB12
TRNAM2	
CELF5	
CBBM~WITHDRAWN	
TRIM39-RPP21	
RNU11-2P	
RNU6-317P	
CDCA6~WITHDRAWN	
WTAPP1	
TEX26-AS1	
FAM114A2	133K02
ALS2CR12	
RNU4ATAC5P	
BLOC1S3	BLOS3, HPS8
UBE2S	E2-EPF
TMEM208	HSPC171
RSG1	MGC10731
C19ORF33	IMUP-1, IMUP-2, H2RSP, IMUP
CCNA1	
SUGT1P3	
KIAA1210	
MIEF1	FLJ20232, MID51
SCOC	HRIHFB2072, SCOCO
SLC30A9	HUEL, ZNT9, GAC63
RPL7P51	
FBXO39	MGC35179, FBX39
FKHL11~WITHDRAWN	
FACL1~WITHDRAWN	
ERVK3-7	HML6-C19B
PATZ1	MAZR, DJ400N23, ZBTB19, ZSG, RIAZ, PATZ
RNU6-163P	
AGER	RAGE
NME1P1	
SLC38A11	FLJ39822, AVT2
PCNPP3	
NUSAP1	FLJ13421, LNP, ANKT, NUSAP1, SAPL, BM037, PRO0310P1, Q0310
INIP	HSPC043, HSSBIP1, SOSS-C, MISE
RN7SKP52	
RNU6-286P	
CENPP	RP11-19J3.3, CENP-P
TCTN1	FLJ21127, TECT1, JBTS13
EIF4A1P11	
STARP1	STARD1P1
ATP4A	ATP6A
ZNHIT2	FON
ERVK-18	C1_C, HERV-K18
FGF23	
TRDD3	
ZNF696	FLJ14129
NANOGP10	
CYBB	GP91-PHOX, NOX2
RPL31P40	
C16ORF95	
POLR1B	RPO1-2, FLJ21921, FLJ10816, RPA2
C3ORF80	
MPHOSPH10	MPP10, MPP10P, CT90
PBLD	MAWBP, MAWDBP, FLJ14767
HIST1H4A	
HIST1H1C	H1.2, H1S-1, H1C
VN1R91P	
TUBA3C	BA408E5.3
GLYATL1P1	
CA5B	
BIN3	
KIAA0895	
FAM172BP	LOC131909, FLJ45679
FOSB	G0S3, GOSB, GOS3, AP-1, MGC42291, DKFZP686C0818
INHBE	ACTIVIN, MGC4638
RNU7-179P	
MXRA3~WITHDRAWN	
PSF2~WITHDRAWN	
CSF3	MGC45931
KMT2E-AS1	
RNU5B-4P	
PAN3	
TMIGD2	MGC23244
IGLV3-13	
TMEM135	FLJ22104
SNORA20	ACA20
RNU6-615P	
LSM3P4	
C22ORF6~WITHDRAWN	
DUOX2	P138-TOX, P138(TOX), THOX2, LNOX2
RN7SL465P	
ST13P4	FAM10A4P
PAMR1	RAMP, DKFZP586H2123
GPC5-AS1	
SLEB2	HSLE1
APOLD1	FLJ25138, DKFZP434F0318
CHST8	GALNAC-4-ST1
DNM1DN21~WITHDRAWN	
RPS3AP27	
HNRNPA1P66	
STAT5A	MGF
KLF13	RFLAT-1, BTEB3, NSLP1, FKLF-2
ZNF385D-AS2	
TSPY6P	
NIPA2P2	
RNU6-1273P	
RNU6-580P	
ERP29	ERP28, ERP31, ERP29, PDI-DB, PDIA9
SLC26A5	DFNB61
C12ORF39	MGC10946, NPQ, SPEXIN
SOX13	SOX-13, ICA12, MGC117216
GRXCR1	
ARSD-AS1	
FRA1J	
RN7SL262P	
PRAC1	
NOD1	NLRC1, CLR7.1
MIR376C	HSA-MIR-368, HSA-MIR-376C
RPL21P1	
FA2H	FAAH, FLJ25287
RNU6-1249P	
PHLDA2	IPL, BWR1C, HLDA2
MIR3646	HSA-MIR-3646
RNU6-831P	
RNA5SP101	
OR4C7P	
DDX3YP3	
C9ORF92	EM:AL513424.1
RN7SL681P	
SSX9	
OR2G2	
TRGV9	V2
CTSE	
GDAP1	CMT4
SEC63D1~WITHDRAWN	
PLEKHA2	TAPP2
DNAH17	DNEL2, FLJ40457
DFNB31	CIP98, WHRN, USH2D, PDZD7B
LQT2~WITHDRAWN	
MAGEB17	
C17ORF9~WITHDRAWN	
DDX4	VASA
USP30-AS1	
SETP20	
OFD1P6Y	
SUB1P4	
SHROOM2	
RN7SL641P	
HMG20A	HMGX1, FLJ10739, HMGXB1
UBA6	FLJ10808
PEX5L	PEX5R, PXR2
GIMAP6	FLJ22690
AASDHPPT	LYS5, CGI-80, AASD-PPT
PAGE4	PAGE-4, CT16.7
TCTE5~WITHDRAWN	
PPCDC	MDS018, FLJ14585
HNRNPCL1	
SNORA42	ACA42
PIRC80	
MBD3L1	
KRT18P59	
MIR18B	HSA-MIR-18B
CES5A	FLJ31547, CES4C1, CES5, CAUXIN
MT1L	MTF, MT1R
AUNX1	DFNX5
C14ORF2	MP68
SLC22A13	OCTL1, OCTL3, OAT10
RNU6-815P	
FKBP10	HFKBP65, FLJ22041, FKBP6, FLJ20683, FLJ23833
FAM175B	EM:AC068896.4, ABRO1
RNY1P1	
TUBB4B	BETA2
RN7SL691P	
KIF13B	GAKIN, KIAA0639
C11ORF26~WITHDRAWN	
SPTB	
GSTA7P	
ZNF609	KIAA0295
EPHX3	FLJ22408
DOLK	KIAA1094, DK1
RNU1-85P	
MIR4484	HSA-MIR-4484
NANOGNBP2	
SERBP1P1	
REXO1L10P	
C20ORF85	BA196N14.1, LLC1
RAX2	MGC15631, ARMD6, CORD11
KDM4D	FLJ10251
RN7SL293P	
OR8G1	TPCR25, HSTPCR25
SPNS3	MGC29671
SMOC1	
MAN2A2	MANA2X, HST19662
CYP2C58P	
MIR3150A	HSA-MIR-3150, HSA-MIR-3150A
DNM1P28	DNM1DN3-1, DNM1DN3-3
RBBP4P3	
LINC01049	
IZUMO2	MGC33947, SCRL
FGFBP2	KSP37
FARSB	PHEHB, FRSB
KRTAP12-2	KRTAP12.2, KAP12.2
FAM86LP	
ANKIB1	DKFZP434A0225, KIAA1386
PKMP2	
RPL7AP6	
LRRC47	KIAA1185, RP1-286D6.3
KRTAP10-12	KRTAP18.12, KAP10.12
FTLP7	
SNRPFP1	DJ1041C10.2
RNU6-1326P	
PCDHGA8	KIAA0327, PCDH-GAMMA-A8
TRNAM5	
RNU6-1336P	
OSTM1	HSPC019, GL
MIR26A1	HSA-MIR-26A-1
LEU7~WITHDRAWN	
CALS~WITHDRAWN	
SMIM11P1	BA33E24.4
HCG9P3	HCGIX-3.2
MTND1P36	
RNU6-465P	
RPL18P1	
RAB6B	
DNM1DN10@~WITHDRAWN	
CLECL1	DCAL1
SNX29P1	
RCC2P3	
TNPO2	IPO3, KPNB2B, FLJ12155, TRN2
ANKRD33B	
TET2-AS1	
RPL13P3~WITHDRAWN	
FEB1	
CREB2~WITHDRAWN	
CYP2C63P	CYP2C-SE3[1]
COL18A1	KS, KNO1
ZNF251	
CUL4B	
HSAS1~WITHDRAWN	
AAED1	
CA13	CAXIII, FLJ37995, MGC59868
UNC93B4	
PLEKHG4	DKFZP434I216, ARHGEF44
RNU1-52P	
RNU1-139P	
RNU6-946P	
RN7SL793P	
AREGB	
RN7SL193P	
KIR3DS1	NKAT10
RPL35AP33	
RNU2-13P	
IGHV3-79	
PLCE1	KIAA1516, PLCE, NPHS3
RNU6-690P	
HCG4P10~WITHDRAWN	
VAC14-AS1	
NXNL1	RDCVF
APOBEC3A_B	
KRT16	NEPPK
VCPIP1	VCIP135, KIAA1850, FLJ23132, DUBA3
HES3	BHLHB43
PRSS51	
TTC30B	FLJ30990, FLEER, IFT70
VBP1	PFD3, PFDN3
PIBF1	
PIRC32	
TRNAT1	
TRAJ33	
GEMIN8P4	
MIR1-1	HSA-MIR-1-1
NUDT16L1	SDOS
RNA5SP498	
GIMAP1	HIMAP1, IMAP38, IMAP1
RPS6	S6
RN7SL176P	
ERVH-5	
OR2L2	HTPCRH07, HSHTPCRH07
OR7E115P	OST704
RPL32P15	
FOXD2-AS1	MGC12982
C20ORF5~WITHDRAWN	
SNRPGP12	
PEX7	PTS2R, RD
SORT1	GP95, NT3
OR5BR1P	
CHCHD4	FLJ31709, TIMM40, MIA40
GTF2E1	TFIIE-A, FE
OR7D2	OR19-4, HTPCRH03, FLJ38149
UBE2V2P1	
SERINC2	FKSG84, PRO0899, TDE2
MMD	MMA, PAQR11
CYB561D1	FLJ39035, FLJ44753
ADRA2C	ADRARL2
MRX7	
RN7SL714P	
EPMR~WITHDRAWN	
SNORD100	HBII-429
GLRXP3	
DHDH	HUM2DD
ZNF885P	
NEGF1~WITHDRAWN	
TAGLN	SM22, WS3-10, TAGLN1, SMCC, DKFZP686P11128
RPL15P5	
NAP1L2	BPX, MGC26243
TRNAT20	
TAAR8	TA5, TAR5
ARHGAP15	BM046
LINC00683	
OR4H1P~WITHDRAWN	
MIR143	HSA-MIR-143
CD53	TSPAN25
RNU1-104P	
MIR208A	HSA-MIR-208, HSA-MIR-208A
ZNF77	PT1
ZDHHC11	ZNF399, FLJ13153
OR2A26~WITHDRAWN	
HARS2	HO3, HARSR
ART5	
NABP1	FLJ22833, DKFZP667M1322, FLJ13624, MGC111163, SSB2, HSSB2, SOSS-B2
TOB2	TOBL, TOB4, BK223H9
BLZF1	JEM-1
C1QL1	CRF, C1QRF, C1QTNF14
PLRG1	PRL1, PRP46, PRPF46, CWC1, TANGO4
MYP5	
NAA20	DJ1002M8.1, NAT3
ARID4B	BCAA, BRCAA1, SAP180
IL20	ZCYTO10, IL10D, IL-20
GABARAPL1	GEC1, APG8L, ATG8L, ATG8B
